license,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,count_views,count_faves,count_comments,tags,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_q,height_q,width_q,url_m,height_m,width_m,url_n,height_n,width_n,url_z,height_z,width_z,url_c,height_c,width_c,url_l,height_l,width_l,url_o,height_o,width_o,description,longitude,latitude,geometry,within,license_name,license_url
0,49526178566,54855202@N02,e9ebd4e335,65535,66,M2127879sm,NA,NA,NA,2020-02-12T17:05:02Z,2020-02-12T17:12:57Z,2020-02-12T15:08:00Z,0,0,198,0,0,bodycaplens 9mm suttonpark,15,0,,2649131,NA,NA,NA,NA,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_s.jpg,75,75,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_t.jpg,75,100,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_m.jpg,180,240,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_q.jpg,150,150,https://live.staticflickr.com/65535/49526178566_e9ebd4e335.jpg,375,500,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_n.jpg,240,320,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_z.jpg,480,640,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_c.jpg,600,800,https://live.staticflickr.com/65535/49526178566_e9ebd4e335_b.jpg,768,1024,NA,NA,NA,"A short walk in Sutton Park, with only the E-PL5 and 9mm bodycap lens for company!
",-1.847484,52.587401,"c(-1.847484, 52.587401)",1,All Rights Reserved,NA
0,50571264126,54855202@N02,23582c104d,65535,66,Black-headed gull   PB041387sm,NA,NA,NA,2020-11-06T00:03:16Z,2020-11-06T00:10:00Z,2020-11-04T15:17:40Z,0,0,136,0,0,suttonpark blackheadedgull wyndley,15,0,,2636486,NA,NA,NA,NA,https://live.staticflickr.com/65535/50571264126_23582c104d_s.jpg,75,75,https://live.staticflickr.com/65535/50571264126_23582c104d_t.jpg,75,100,https://live.staticflickr.com/65535/50571264126_23582c104d_m.jpg,180,240,https://live.staticflickr.com/65535/50571264126_23582c104d_q.jpg,150,150,https://live.staticflickr.com/65535/50571264126_23582c104d.jpg,375,500,https://live.staticflickr.com/65535/50571264126_23582c104d_n.jpg,240,320,https://live.staticflickr.com/65535/50571264126_23582c104d_z.jpg,480,640,https://live.staticflickr.com/65535/50571264126_23582c104d_c.jpg,600,800,https://live.staticflickr.com/65535/50571264126_23582c104d_b.jpg,768,1024,NA,NA,NA,"Descriptions to follow shortly. Wyndley Pool.
",-1.835618,52.56025,"c(-1.835618, 52.56025)",1,All Rights Reserved,NA
0,52310053351,39854996@N00,729e4b92ee,65535,66,"European stonechat  ""Saxicola rubicola""",NA,NA,NA,2022-08-25T14:36:18Z,2023-04-05T16:06:56Z,2022-08-19T11:07:31Z,0,0,750,14,1,european stonechat saxicolarubicola canonrf100mm500mm michaeljh r7 canonr7 eosr7 canoneosr7 birds bird nature suttonpark,15,0,,2646737,NA,NA,NA,NA,https://live.staticflickr.com/65535/52310053351_729e4b92ee_s.jpg,75,75,https://live.staticflickr.com/65535/52310053351_729e4b92ee_t.jpg,67,100,https://live.staticflickr.com/65535/52310053351_729e4b92ee_m.jpg,160,240,https://live.staticflickr.com/65535/52310053351_729e4b92ee_q.jpg,150,150,https://live.staticflickr.com/65535/52310053351_729e4b92ee.jpg,333,500,https://live.staticflickr.com/65535/52310053351_729e4b92ee_n.jpg,213,320,https://live.staticflickr.com/65535/52310053351_729e4b92ee_z.jpg,427,640,https://live.staticflickr.com/65535/52310053351_729e4b92ee_c.jpg,533,800,https://live.staticflickr.com/65535/52310053351_729e4b92ee_b.jpg,683,1024,NA,NA,NA, European stonechat  &amp;quot;Saxicola rubicola&amp;quot;,-1.86053,52.561809,"c(-1.86053, 52.561809)",1,All Rights Reserved,NA
0,50570519913,54855202@N02,45b4458f03,65535,66,Cormorants    PB041381sm,NA,NA,NA,2020-11-06T00:03:16Z,2020-11-06T00:10:00Z,2020-11-04T15:16:38Z,0,0,129,0,0,suttonpark cormorant wyndley,15,0,,2636486,NA,NA,NA,NA,https://live.staticflickr.com/65535/50570519913_45b4458f03_s.jpg,75,75,https://live.staticflickr.com/65535/50570519913_45b4458f03_t.jpg,75,100,https://live.staticflickr.com/65535/50570519913_45b4458f03_m.jpg,180,240,https://live.staticflickr.com/65535/50570519913_45b4458f03_q.jpg,150,150,https://live.staticflickr.com/65535/50570519913_45b4458f03.jpg,375,500,https://live.staticflickr.com/65535/50570519913_45b4458f03_n.jpg,240,320,https://live.staticflickr.com/65535/50570519913_45b4458f03_z.jpg,480,640,https://live.staticflickr.com/65535/50570519913_45b4458f03_c.jpg,600,800,https://live.staticflickr.com/65535/50570519913_45b4458f03_b.jpg,768,1024,NA,NA,NA,"Descriptions to follow shortly. Wyndley Pool.
",-1.835618,52.56025,"c(-1.835618, 52.56025)",1,All Rights Reserved,NA
0,52326714536,39854996@N00,f37536db44,65535,66,"Meadow Pipit ""Anthus pratensis""",NA,NA,NA,2022-09-01T14:28:48Z,2022-09-01T18:03:54Z,2022-08-30T10:10:58Z,0,0,363,4,1,michaeljh r7 canonr7 eosr7 canoneosr7 birds bird nature suttonpark canonrf800mmf11 meadow pipit anthuspratensis meadowpipit,15,0,,2646737,NA,NA,NA,NA,https://live.staticflickr.com/65535/52326714536_f37536db44_s.jpg,75,75,https://live.staticflickr.com/65535/52326714536_f37536db44_t.jpg,67,100,https://live.staticflickr.com/65535/52326714536_f37536db44_m.jpg,160,240,https://live.staticflickr.com/65535/52326714536_f37536db44_q.jpg,150,150,https://live.staticflickr.com/65535/52326714536_f37536db44.jpg,333,500,https://live.staticflickr.com/65535/52326714536_f37536db44_n.jpg,213,320,https://live.staticflickr.com/65535/52326714536_f37536db44_z.jpg,427,640,https://live.staticflickr.com/65535/52326714536_f37536db44_c.jpg,533,800,https://live.staticflickr.com/65535/52326714536_f37536db44_b.jpg,683,1024,NA,NA,NA,Meadow Pipit &amp;quot;Anthus pratensis&amp;quot;,-1.860552,52.562863,"c(-1.860552, 52.562863)",1,All Rights Reserved,NA
0,50130375883,22770346@N05,3d54d57a95,65535,66,Lillies in Sutton Park,NA,NA,NA,2020-07-19T20:44:01Z,2024-07-02T20:12:47Z,2020-07-19T10:36:53Z,0,0,135,0,0,suttoncoldfield england unitedkingdom,16,0,,2649131,NA,NA,NA,NA,https://live.staticflickr.com/65535/50130375883_3d54d57a95_s.jpg,75,75,https://live.staticflickr.com/65535/50130375883_3d54d57a95_t.jpg,67,100,https://live.staticflickr.com/65535/50130375883_3d54d57a95_m.jpg,160,240,https://live.staticflickr.com/65535/50130375883_3d54d57a95_q.jpg,150,150,https://live.staticflickr.com/65535/50130375883_3d54d57a95.jpg,333,500,https://live.staticflickr.com/65535/50130375883_3d54d57a95_n.jpg,213,320,https://live.staticflickr.com/65535/50130375883_3d54d57a95_z.jpg,427,640,https://live.staticflickr.com/65535/50130375883_3d54d57a95_c.jpg,533,800,https://live.staticflickr.com/65535/50130375883_3d54d57a95_b.jpg,683,1024,NA,NA,NA,,-1.843301,52.574053,"c(-1.843301, 52.574053)",1,All Rights Reserved,NA
0,50570520638,54855202@N02,de310993f2,65535,66,Keepers Pool    PB041374sm,NA,NA,NA,2020-11-06T00:03:15Z,2020-11-06T00:10:13Z,2020-11-04T15:01:44Z,0,0,125,0,0,suttonpark keeperspool,15,0,,2636486,NA,NA,NA,NA,https://live.staticflickr.com/65535/50570520638_de310993f2_s.jpg,75,75,https://live.staticflickr.com/65535/50570520638_de310993f2_t.jpg,75,100,https://live.staticflickr.com/65535/50570520638_de310993f2_m.jpg,180,240,https://live.staticflickr.com/65535/50570520638_de310993f2_q.jpg,150,150,https://live.staticflickr.com/65535/50570520638_de310993f2.jpg,375,500,https://live.staticflickr.com/65535/50570520638_de310993f2_n.jpg,240,320,https://live.staticflickr.com/65535/50570520638_de310993f2_z.jpg,480,640,https://live.staticflickr.com/65535/50570520638_de310993f2_c.jpg,600,800,https://live.staticflickr.com/65535/50570520638_de310993f2_b.jpg,768,1024,NA,NA,NA,Descriptions to follow shortly.,-1.843235,52.566759,"c(-1.843235, 52.566759)",1,All Rights Reserved,NA
0,52474948125,39854996@N00,b877b47bc4,65535,66,"European stonechat  ""Saxicola rubicola""",NA,NA,NA,2022-11-03T15:38:34Z,2022-11-03T19:58:24Z,2022-08-30T09:34:00Z,0,0,270,7,0,michaeljh r7 canonr7 eosr7 canoneosr7 sandwellvalley canonrf800mmf11 birds bird nature rspbsandwellvalley european stonechat saxicolarubicola,15,0,,2646737,NA,NA,NA,NA,https://live.staticflickr.com/65535/52474948125_b877b47bc4_s.jpg,75,75,https://live.staticflickr.com/65535/52474948125_b877b47bc4_t.jpg,67,100,https://live.staticflickr.com/65535/52474948125_b877b47bc4_m.jpg,160,240,https://live.staticflickr.com/65535/52474948125_b877b47bc4_q.jpg,150,150,https://live.staticflickr.com/65535/52474948125_b877b47bc4.jpg,333,500,https://live.staticflickr.com/65535/52474948125_b877b47bc4_n.jpg,213,320,https://live.staticflickr.com/65535/52474948125_b877b47bc4_z.jpg,427,640,https://live.staticflickr.com/65535/52474948125_b877b47bc4_c.jpg,533,800,https://live.staticflickr.com/65535/52474948125_b877b47bc4_b.jpg,683,1024,NA,NA,NA, European stonechat  &amp;quot;Saxicola rubicola&amp;quot;,-1.860552,52.562863,"c(-1.860552, 52.562863)",1,All Rights Reserved,NA
0,50711097041,8755820@N08,4110a7dc5f,65535,66,Yellow mud road,NA,NA,NA,2020-12-12T19:36:27Z,2020-12-12T19:38:30Z,2020-12-12T16:00:50Z,0,0,163,0,0,isolation bar lockdown 2020 suttonpark wood sunset trees,15,0,,2636670,NA,NA,NA,NA,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_s.jpg,75,75,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_t.jpg,67,100,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_m.jpg,160,240,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_q.jpg,150,150,https://live.staticflickr.com/65535/50711097041_4110a7dc5f.jpg,333,500,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_n.jpg,213,320,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_z.jpg,427,640,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_c.jpg,533,800,https://live.staticflickr.com/65535/50711097041_4110a7dc5f_b.jpg,683,1024,NA,NA,NA,Sutton Park trip to the Isolation Bar,-1.858921,52.570703,"c(-1.858921, 52.570703)",1,All Rights Reserved,NA
0,53046767252,39854996@N00,3f414112d0,65535,66,"European stonechat  ""Saxicola rubicola""",NA,NA,NA,2023-07-15T13:59:49Z,2023-07-16T19:33:52Z,2022-08-26T09:10:09Z,0,0,164,11,2,michaeljh r7 canonr7 eosr7 canoneosr7 birds bird nature suttonpark canonrf800mmf11 european stonechat saxicolarubicola,15,0,,2646737,NA,NA,NA,NA,https://live.staticflickr.com/65535/53046767252_3f414112d0_s.jpg,75,75,https://live.staticflickr.com/65535/53046767252_3f414112d0_t.jpg,67,100,https://live.staticflickr.com/65535/53046767252_3f414112d0_m.jpg,160,240,https://live.staticflickr.com/65535/53046767252_3f414112d0_q.jpg,150,150,https://live.staticflickr.com/65535/53046767252_3f414112d0.jpg,333,500,https://live.staticflickr.com/65535/53046767252_3f414112d0_n.jpg,213,320,https://live.staticflickr.com/65535/53046767252_3f414112d0_z.jpg,427,640,https://live.staticflickr.com/65535/53046767252_3f414112d0_c.jpg,533,800,https://live.staticflickr.com/65535/53046767252_3f414112d0_b.jpg,683,1024,NA,NA,NA,European stonechat  &amp;quot;Saxicola rubicola&amp;quot;,-1.860552,52.562863,"c(-1.860552, 52.562863)",1,All Rights Reserved,NA
